Top 20 Cross-Category Correlated Feature Pairs:
1. market_forward_excess_returns - forward_returns: 0.9999
2605. P3 - M6: -0.0170
2606. D2 - S12: -0.0170
2607. D1 - S12: -0.0170
2608. E4 - D6: -0.0171
2609. S10 - M13: -0.0171
2610. P3 - V8: -0.0172
2611. S1 - P4: -0.0174
2612. E10 - M1: -0.0174
2613. E14 - M5: -0.0175
2614. D4 - M5: -0.0176
2615. P4 - D7: -0.0178
2616. S3 - forward_returns: -0.0180
2617. E20 - S12: -0.0181
2618. M12 - S2: -0.0181
2619. P3 - E18: -0.0181
2620. E5 - P11: -0.0181
2621. market_forward_excess_returns - S3: -0.0181
2622. P9 - E4: -0.0184
2623. M6 - S6: -0.0186
2624. P4 - M3: -0.0187
2625. I1 - S12: -0.0187
2626. V13 - E4: -0.0188
2627. V6 - P3: -0.0188
2628. I2 - S2: -0.0188
2629. D8 - V6: -0.0189
2630. E13 - M4: -0.0191
2631. P5 - E14: -0.0193
2632. P4 - S4: -0.0195
2633. S3 - M18: -0.0195
2634. E5 - M16: -0.0196
2635. V6 - D5: -0.0197
2636. V11 - M13: -0.0198
2637. E6 - P9: -0.0198
2638. P9 - E1: -0.0198
2639. market_forward_excess_returns - P10: -0.0199
2640. P3 - risk_free_rate: -0.0199
2641. V3 - M15: -0.0199
2642. S11 - D6: -0.0201
2643. P5 - S10: -0.0201
2644. S7 - M16: -0.0203
2645. M13 - V4: -0.0203
2646. S6 - M10: -0.0203
2647. S1 - E8: -0.0204
2648. P6 - D7: -0.0208
2649. E14 - S12: -0.0208
2650. P2 - V12: -0.0208
2651. M7 - I3: -0.0209
2652. date_id - P3: -0.0210
2653. E18 - M8: -0.0211
2654. S8 - E13: -0.0211
2655. V1 - E18: -0.0211
2656. S2 - I6: -0.0213
2657. M18 - P3: -0.0214
2658. D4 - M7: -0.0214
2659. P13 - E17: -0.0215
2660. P4 - M1: -0.0216
2661. P7 - forward_returns: -0.0217
2662. E9 - M11: -0.0217
2663. S7 - M8: -0.0217
2664. E8 - P4: -0.0217
2665. M8 - market_forward_excess_returns: -0.0218
2666. M11 - P12: -0.0218
2667. V13 - P3: -0.0219
2668. P12 - forward_returns: -0.0219
2669. E9 - S5: -0.0219
2670. V13 - E11: -0.0219
2671. E18 - S10: -0.0221
2672. E1 - S4: -0.0221
2673. M17 - S5: -0.0222
2674. market_forward_excess_returns - P12: -0.0224
2675. E9 - M3: -0.0225
2676. V2 - S2: -0.0226
2677. P13 - risk_free_rate: -0.0227
2678. market_forward_excess_returns - P7: -0.0227
2679. forward_returns - I2: -0.0227
2680. P13 - M2: -0.0228
2681. S6 - E14: -0.0228
2682. I9 - E9: -0.0228
2683. market_forward_excess_returns - P5: -0.0230
2684. E6 - D4: -0.0231
2685. P5 - forward_returns: -0.0231
2686. M6 - V6: -0.0232
2687. I5 - E9: -0.0233
2688. P2 - M18: -0.0234
2689. date_id - S1: -0.0234
2690. P5 - V3: -0.0235
2691. E8 - M2: -0.0235
2692. M13 - P4: -0.0235
2693. M5 - V1: -0.0235
2694. P3 - V2: -0.0236
2695. S10 - P12: -0.0238
2696. E16 - M13: -0.0238
2697. D9 - M2: -0.0238
2698. D8 - S12: -0.0239
2699. M12 - forward_returns: -0.0239
2700. M8 - forward_returns: -0.0240
2701. I1 - M3: -0.0240
2702. E18 - S11: -0.0241
2703. E9 - V2: -0.0241
2704. S2 - V1: -0.0243
2705. S9 - E16: -0.0245
2706. D3 - P7: -0.0245
2707. market_forward_excess_returns - M12: -0.0246
2708. M10 - E15: -0.0247
2709. D6 - V6: -0.0247
2710. date_id - P8: -0.0249
2711. I1 - D4: -0.0250
2712. E8 - I1: -0.0250
2713. D4 - E9: -0.0251
2714. S11 - M2: -0.0252
2715. market_forward_excess_returns - I2: -0.0252
2716. I1 - E1: -0.0253
2717. M5 - E19: -0.0256
2718. S7 - M4: -0.0256
2719. M7 - S7: -0.0258
2720. M2 - P1: -0.0258
2721. date_id - M12: -0.0258
2722. P6 - E6: -0.0259
2723. I6 - E13: -0.0261
2724. P8 - forward_returns: -0.0261
2725. M7 - S2: -0.0261
2726. P4 - M5: -0.0262
2727. M17 - E7: -0.0263
2728. S11 - M5: -0.0264
2729. P7 - E4: -0.0264
2730. P5 - V12: -0.0264
2731. M13 - S11: -0.0266
2732. D6 - S3: -0.0266
2733. M9 - P4: -0.0266
2734. S12 - D9: -0.0266
2735. P4 - E12: -0.0267
2736. E8 - date_id: -0.0267
2737. P4 - E11: -0.0267
2738. P13 - date_id: -0.0267
2739. M4 - I6: -0.0270
2740. P4 - S2: -0.0270
2741. M2 - E16: -0.0271
2742. E10 - M13: -0.0271
2743. D4 - M14: -0.0271
2744. E6 - S1: -0.0272
2745. V12 - P10: -0.0274
2746. P3 - S6: -0.0274
2747. E19 - D1: -0.0275
2748. D2 - E19: -0.0275
2749. M4 - E5: -0.0277
2750. P3 - M1: -0.0277
2751. V5 - I7: -0.0279
2752. I7 - E20: -0.0281
2753. I9 - P3: -0.0283
2754. P1 - D4: -0.0283
2755. V1 - M10: -0.0283
2756. P3 - E19: -0.0285
2757. P3 - I5: -0.0286
2758. S9 - D9: -0.0286
2759. M7 - P6: -0.0286
2760. V12 - P11: -0.0287
2761. M2 - S4: -0.0287
2762. P5 - S9: -0.0287
2763. V1 - P9: -0.0288
2764. S5 - M13: -0.0288
2765. P3 - S5: -0.0289
2766. V5 - D7: -0.0289
2767. M3 - E5: -0.0289
2768. M7 - E14: -0.0290
2769. E1 - I2: -0.0290
2770. M14 - V12: -0.0290
2771. S2 - E4: -0.0290
2772. M13 - P13: -0.0292
2773. V12 - D4: -0.0293
2774. M10 - S7: -0.0293
2775. S3 - V4: -0.0293
2776. S1 - D4: -0.0294
2777. V5 - S12: -0.0294
2778. E10 - V5: -0.0294
2779. market_forward_excess_returns - P8: -0.0296
2780. E12 - forward_returns: -0.0296
2781. E18 - S4: -0.0298
2782. V5 - D9: -0.0298
2783. M2 - P2: -0.0301
2784. S5 - M11: -0.0301
2785. P7 - M16: -0.0301
2786. V1 - E19: -0.0305
2787. P3 - M7: -0.0306
2788. V2 - S3: -0.0307
2789. S12 - D5: -0.0307
2790. E8 - V1: -0.0308
2791. E14 - S5: -0.0308
2792. M12 - S5: -0.0309
2793. forward_returns - E11: -0.0309
2794. S4 - M6: -0.0309
2795. market_forward_excess_returns - E12: -0.0309
2796. V1 - E20: -0.0309
2797. P3 - V7: -0.0310
2798. E8 - P9: -0.0311
2799. M1 - E15: -0.0312
2800. P6 - D9: -0.0312
2801. I2 - P3: -0.0313
2802. S2 - I4: -0.0314
2803. E13 - P5: -0.0315
2804. E12 - M2: -0.0317
2805. M6 - P6: -0.0318
2806. D6 - P13: -0.0319
2807. D8 - P5: -0.0319
2808. E7 - forward_returns: -0.0320
2809. market_forward_excess_returns - E11: -0.0321
2810. E20 - S7: -0.0322
2811. E7 - market_forward_excess_returns: -0.0323
2812. M9 - P5: -0.0323
2813. M18 - V6: -0.0323
2814. E2 - I4: -0.0325
2815. M2 - E11: -0.0325
2816. D5 - P6: -0.0325
2817. P2 - E5: -0.0326
2818. S2 - P7: -0.0326
2819. V7 - E4: -0.0327
2820. M6 - S10: -0.0330
2821. M13 - I2: -0.0331
2822. V5 - S5: -0.0332
2823. E14 - S8: -0.0333
2824. M10 - E13: -0.0335
2825. M9 - P10: -0.0336
2826. P4 - I3: -0.0336
2827. V3 - E9: -0.0339
2828. E4 - S1: -0.0340
2829. D4 - I7: -0.0340
2830. risk_free_rate - V2: -0.0341
2831. P3 - V9: -0.0345
2832. S5 - V2: -0.0345
2833. E4 - S11: -0.0346
2834. M2 - S6: -0.0347
2835. E19 - S6: -0.0348
2836. V3 - I2: -0.0349
2837. D8 - M2: -0.0349
2838. V6 - P5: -0.0352
2839. V4 - S9: -0.0353
2840. M15 - E19: -0.0353
2841. D4 - P12: -0.0354
2842. P4 - V10: -0.0355
2843. E18 - P7: -0.0356
2844. S10 - V5: -0.0356
2845. I4 - M5: -0.0359
2846. E18 - S6: -0.0360
2847. P3 - E20: -0.0360
2848. M16 - P3: -0.0361
2849. P3 - V11: -0.0362
2850. P5 - E11: -0.0363
2851. S11 - P12: -0.0363
2852. P13 - E14: -0.0369
2853. P7 - M12: -0.0370
2854. I4 - M14: -0.0371
2855. S8 - V8: -0.0371
2856. E13 - M1: -0.0372
2857. E18 - S2: -0.0373
2858. P12 - I7: -0.0374
2859. forward_returns - S2: -0.0376
2860. M5 - V7: -0.0377
2861. P1 - E19: -0.0377
2862. V6 - E1: -0.0378
2863. M17 - E8: -0.0379
2864. S2 - market_forward_excess_returns: -0.0379
2865. V8 - S3: -0.0380
2866. S7 - P2: -0.0381
2867. S5 - P9: -0.0381
2868. D4 - E5: -0.0381
2869. S1 - M10: -0.0382
2870. S5 - date_id: -0.0382
2871. S5 - E15: -0.0385
2872. V1 - S8: -0.0388
2873. M11 - V1: -0.0391
2874. E11 - V10: -0.0394
2875. P5 - S12: -0.0395
2876. M2 - S8: -0.0396
2877. E11 - M13: -0.0398
2878. V10 - P3: -0.0399
2879. E7 - M18: -0.0401
2880. E1 - V12: -0.0401
2881. S5 - V4: -0.0402
2882. M15 - E8: -0.0402
2883. E9 - I1: -0.0403
2884. M6 - E9: -0.0403
2885. V4 - risk_free_rate: -0.0405
2886. E13 - M6: -0.0405
2887. I2 - M4: -0.0407
2888. S2 - V8: -0.0410
2889. V3 - S2: -0.0413
2890. E15 - M3: -0.0414
2891. D4 - M15: -0.0415
2892. V10 - E12: -0.0416
2893. V5 - P13: -0.0417
2894. P1 - E9: -0.0417
2895. I4 - P12: -0.0420
2896. date_id - V4: -0.0420
2897. I7 - S2: -0.0420
2898. V5 - P7: -0.0421
2899. I6 - V12: -0.0423
2900. S2 - E8: -0.0424
2901. S11 - I3: -0.0426
2902. V1 - S5: -0.0428
2903. M6 - S11: -0.0429
2904. M1 - P9: -0.0430
2905. E14 - M8: -0.0430
2906. S12 - E7: -0.0433
2907. S5 - V6: -0.0435
2908. E2 - V13: -0.0436
2909. P10 - M17: -0.0436
2910. M13 - E3: -0.0437
2911. S1 - E3: -0.0438
2912. E1 - M10: -0.0439
2913. M8 - D4: -0.0439
2914. P7 - I4: -0.0440
2915. E8 - S12: -0.0446
2916. S8 - P7: -0.0446
2917. I8 - S2: -0.0447
2918. I2 - V2: -0.0447
2919. V12 - P6: -0.0448
2920. S3 - M12: -0.0448
2921. S3 - I8: -0.0450
2922. V11 - S3: -0.0451
2923. S9 - M7: -0.0452
2924. date_id - E7: -0.0453
2925. E7 - P3: -0.0453
2926. V13 - E3: -0.0453
2927. M9 - S5: -0.0454
2928. V10 - S7: -0.0455
2929. I6 - E4: -0.0457
2930. I4 - E12: -0.0460
2931. V12 - M2: -0.0465
2932. M18 - E18: -0.0466
2933. date_id - M11: -0.0466
2934. M3 - S9: -0.0468
2935. M8 - V13: -0.0468
2936. S4 - I3: -0.0472
2937. V3 - S3: -0.0472
2938. I2 - M1: -0.0473
2939. P12 - S1: -0.0474
2940. E16 - S12: -0.0474
2941. E20 - I3: -0.0478
2942. date_id - P6: -0.0481
2943. M12 - P12: -0.0484
2944. M13 - E6: -0.0484
2945. M15 - D9: -0.0486
2946. I4 - E11: -0.0492
2947. V12 - P3: -0.0498
2948. I2 - P7: -0.0500
2949. V1 - M7: -0.0500
2950. S5 - M7: -0.0503
2951. P13 - E6: -0.0503
2952. M13 - E5: -0.0503
2953. S7 - P8: -0.0504
2954. P1 - S9: -0.0505
2955. P1 - M6: -0.0507
2956. E14 - I6: -0.0507
2957. E11 - M11: -0.0510
2958. S6 - E10: -0.0510
2959. P4 - M18: -0.0510
2960. S11 - E16: -0.0512
2961. V5 - S4: -0.0514
2962. I7 - S12: -0.0515
2963. E13 - S6: -0.0516
2964. I8 - S11: -0.0523
2965. E8 - P6: -0.0523
2966. M18 - S6: -0.0523
2967. I8 - S10: -0.0525
2968. E16 - S7: -0.0525
2969. P12 - V13: -0.0526
2970. S6 - E1: -0.0530
2971. I3 - S7: -0.0530
2972. M10 - risk_free_rate: -0.0531
2973. E5 - M14: -0.0532
2974. S11 - V5: -0.0535
2975. E20 - I2: -0.0536
2976. I9 - M11: -0.0539
2977. M11 - I5: -0.0539
2978. M2 - D5: -0.0540
2979. S9 - P6: -0.0541
2980. M13 - V3: -0.0541
2981. V11 - S2: -0.0542
2982. E8 - S3: -0.0547
2983. E12 - P5: -0.0547
2984. D4 - S12: -0.0548
2985. D4 - E4: -0.0549
2986. M16 - E19: -0.0549
2987. V3 - risk_free_rate: -0.0551
2988. S1 - E2: -0.0552
2989. M11 - I7: -0.0552
2990. V3 - M9: -0.0553
2991. E4 - P5: -0.0553
2992. P9 - E20: -0.0556
2993. V6 - P10: -0.0556
2994. P7 - S3: -0.0558
2995. S9 - M10: -0.0558
2996. S7 - V11: -0.0559
2997. V6 - P6: -0.0560
2998. E9 - V4: -0.0560
2999. I7 - M2: -0.0560
3000. E13 - V5: -0.0562
3001. E11 - M4: -0.0562
3002. E1 - P6: -0.0565
3003. E2 - I8: -0.0567
3004. S1 - M8: -0.0568
3005. S2 - I1: -0.0570
3006. M13 - P3: -0.0574
3007. V13 - P13: -0.0576
3008. I1 - E12: -0.0577
3009. I3 - P8: -0.0578
3010. I7 - S11: -0.0578
3011. V9 - M7: -0.0580
3012. S4 - E4: -0.0580
3013. E10 - P5: -0.0582
3014. S4 - I7: -0.0583
3015. M7 - V12: -0.0585
3016. P12 - M15: -0.0589
3017. E12 - M4: -0.0589
3018. E5 - M2: -0.0590
3019. M16 - S2: -0.0593
3020. E12 - M11: -0.0593
3021. M5 - V13: -0.0595
3022. P12 - M9: -0.0595
3023. E3 - V12: -0.0596
3024. E16 - S10: -0.0596
3025. M14 - S3: -0.0596
3026. E1 - M18: -0.0596
3027. M3 - E4: -0.0601
3028. E13 - P13: -0.0601
3029. V8 - M7: -0.0602
3030. I9 - E19: -0.0602
3031. P2 - E4: -0.0602
3032. M7 - S12: -0.0603
3033. I5 - E19: -0.0604
3034. M12 - V4: -0.0612
3035. I3 - S10: -0.0614
3036. V2 - M8: -0.0615
3037. E11 - S1: -0.0617
3038. P5 - I9: -0.0620
3039. S7 - P5: -0.0621
3040. E1 - I9: -0.0621
3041. V11 - M3: -0.0622
3042. D4 - E18: -0.0622
3043. I5 - P5: -0.0624
3044. P1 - M11: -0.0624
3045. P13 - M11: -0.0624
3046. I5 - E1: -0.0624
3047. V11 - I4: -0.0624
3048. I5 - M14: -0.0628
3049. V4 - I2: -0.0630
3050. E1 - S3: -0.0633
3051. V9 - M8: -0.0636
3052. date_id - E3: -0.0636
3053. V11 - E13: -0.0639
3054. S4 - P12: -0.0640
3055. D6 - V5: -0.0641
3056. E7 - P7: -0.0643
3057. M5 - E10: -0.0644
3058. V6 - M2: -0.0646
3059. E13 - S11: -0.0646
3060. M12 - E6: -0.0648
3061. E9 - M10: -0.0650
3062. P7 - I8: -0.0650
3063. M18 - S1: -0.0651
3064. M14 - I9: -0.0652
3065. D4 - P6: -0.0655
3066. E18 - date_id: -0.0658
3067. E8 - V12: -0.0658
3068. P7 - M8: -0.0659
3069. S9 - I1: -0.0661
3070. P6 - M9: -0.0662
3071. E12 - V9: -0.0665
3072. M4 - market_forward_excess_returns: -0.0666
3073. M4 - forward_returns: -0.0668
3074. M10 - P1: -0.0669
3075. V5 - S1: -0.0671
3076. M9 - S9: -0.0671
3077. M11 - V12: -0.0672
3078. V12 - I4: -0.0673
3079. V7 - P12: -0.0673
3080. E3 - P1: -0.0674
3081. I9 - S9: -0.0675
3082. E19 - V8: -0.0679
3083. V2 - M12: -0.0679
3084. M16 - S3: -0.0680
3085. I9 - E4: -0.0683
3086. S12 - I8: -0.0684
3087. V11 - S1: -0.0684
3088. I5 - S9: -0.0684
3089. V11 - P7: -0.0685
3090. S6 - E9: -0.0686
3091. I7 - S10: -0.0687
3092. E4 - P8: -0.0688
3093. S6 - E20: -0.0689
3094. E4 - I5: -0.0691
3095. P6 - M10: -0.0691
3096. M14 - P2: -0.0692
3097. M16 - E10: -0.0693
3098. P5 - M14: -0.0697
3099. E16 - V6: -0.0697
3100. E14 - M10: -0.0697
3101. E7 - M4: -0.0698
3102. S1 - V1: -0.0701
3103. E2 - V7: -0.0705
3104. S12 - E10: -0.0706
3105. S3 - V1: -0.0706
3106. E18 - M11: -0.0710
3107. S11 - E7: -0.0711
3108. M5 - S2: -0.0712
3109. V6 - S7: -0.0713
3110. E10 - V8: -0.0713
3111. M15 - I9: -0.0716
3112. M15 - I5: -0.0717
3113. M8 - P10: -0.0718
3114. P7 - M11: -0.0721
3115. M10 - E5: -0.0721
3116. I1 - M16: -0.0722
3117. S10 - E13: -0.0725
3118. V9 - E6: -0.0727
3119. date_id - M7: -0.0730
3120. E12 - S1: -0.0735
3121. E13 - S9: -0.0735
3122. M7 - P13: -0.0735
3123. E13 - S4: -0.0743
3124. E14 - I8: -0.0744
3125. S4 - I8: -0.0744
3126. D4 - E13: -0.0746
3127. E14 - M15: -0.0751
3128. V11 - P5: -0.0753
3129. S4 - E16: -0.0754
3130. M6 - P9: -0.0755
3131. M15 - E5: -0.0757
3132. I6 - P4: -0.0757
3133. M3 - E14: -0.0759
3134. E1 - S11: -0.0760
3135. E1 - V1: -0.0763
3136. S6 - M7: -0.0767
3137. I9 - S4: -0.0767
3138. V2 - E15: -0.0769
3139. M15 - I2: -0.0772
3140. P10 - S1: -0.0772
3141. I5 - S4: -0.0773
3142. M8 - E16: -0.0774
3143. E17 - S9: -0.0776
3144. E9 - P7: -0.0778
3145. M16 - V7: -0.0779
3146. I9 - S10: -0.0780
3147. M3 - E18: -0.0782
3148. P7 - S4: -0.0785
3149. I5 - S10: -0.0785
3150. S12 - V3: -0.0786
3151. M6 - S9: -0.0786
3152. M5 - I2: -0.0787
3153. I4 - S12: -0.0787
3154. M14 - E8: -0.0791
3155. V3 - P3: -0.0794
3156. E17 - S12: -0.0794
3157. S5 - E8: -0.0795
3158. M15 - S9: -0.0798
3159. V6 - E19: -0.0800
3160. E1 - I4: -0.0801
3161. E1 - V9: -0.0803
3162. M9 - I9: -0.0805
3163. E9 - M1: -0.0807
3164. V3 - E13: -0.0813
3165. S6 - date_id: -0.0814
3166. S7 - M12: -0.0815
3167. S2 - E1: -0.0816
3168. M9 - I5: -0.0816
3169. I1 - V6: -0.0816
3170. V9 - P13: -0.0819
3171. E7 - S10: -0.0820
3172. S1 - M3: -0.0821
3173. V3 - M3: -0.0826
3174. V7 - E3: -0.0830
3175. E13 - M16: -0.0830
3176. P6 - V5: -0.0831
3177. S11 - I9: -0.0837
3178. risk_free_rate - V5: -0.0837
3179. I4 - M2: -0.0839
3180. I5 - S11: -0.0842
3181. I5 - M13: -0.0842
3182. M9 - E10: -0.0843
3183. V1 - E13: -0.0844
3184. P1 - V5: -0.0845
3185. M13 - I9: -0.0860
3186. P7 - S11: -0.0861
3187. S2 - E11: -0.0862
3188. S6 - I5: -0.0865
3189. V9 - E11: -0.0869
3190. I1 - M9: -0.0870
3191. S6 - I9: -0.0870
3192. M3 - E13: -0.0871
3193. E14 - V3: -0.0871
3194. P6 - E18: -0.0872
3195. E15 - V4: -0.0875
3196. S2 - E12: -0.0876
3197. S10 - P7: -0.0877
3198. V2 - S12: -0.0882
3199. I2 - V11: -0.0884
3200. V12 - S7: -0.0885
3201. E8 - P5: -0.0885
3202. P1 - E2: -0.0887
3203. I9 - M8: -0.0889
3204. I1 - E11: -0.0890
3205. S2 - E20: -0.0891
3206. S11 - E14: -0.0896
3207. S1 - E9: -0.0897
3208. P6 - E2: -0.0898
3209. M15 - D5: -0.0902
3210. E13 - P9: -0.0902
3211. E4 - M12: -0.0902
3212. V13 - M16: -0.0903
3213. M9 - V2: -0.0905
3214. M8 - I5: -0.0906
3215. P6 - E3: -0.0907
3216. I4 - S10: -0.0908
3217. S9 - D4: -0.0909
3218. I5 - M6: -0.0910
3219. P7 - E19: -0.0911
3220. S12 - V9: -0.0913
3221. M6 - I9: -0.0914
3222. M9 - V4: -0.0921
3223. V4 - E14: -0.0925
3224. E1 - V2: -0.0929
3225. E15 - P12: -0.0930
3226. V3 - E15: -0.0940
3227. I1 - M12: -0.0944
3228. V8 - E13: -0.0948
3229. M9 - S6: -0.0952
3230. I7 - V10: -0.0952
3231. P6 - E9: -0.0952
3232. S4 - M17: -0.0953
3233. I1 - E15: -0.0955
3234. E1 - S10: -0.0958
3235. M16 - V9: -0.0959
3236. M4 - P2: -0.0962
3237. I3 - V9: -0.0962
3238. S3 - M8: -0.0963
3239. M12 - V3: -0.0963
3240. V5 - I1: -0.0964
3241. E2 - P13: -0.0964
3242. S9 - I3: -0.0967
3243. V4 - E13: -0.0969
3244. E10 - V6: -0.0971
3245. P10 - I3: -0.0973
3246. E17 - V6: -0.0978
3247. E1 - M16: -0.0978
3248. S8 - I1: -0.0979
3249. M17 - V12: -0.0979
3250. E14 - S10: -0.0979
3251. M15 - D8: -0.0979
3252. E11 - M7: -0.0980
3253. I2 - V10: -0.0985
3254. E14 - V2: -0.0986
3255. M2 - I8: -0.0990
3256. S6 - P6: -0.0991
3257. V2 - M3: -0.0993
3258. D4 - V6: -0.0994
3259. E6 - P12: -0.0994
3260. S4 - E14: -0.0997
3261. P12 - M3: -0.0998
3262. V12 - M15: -0.0998
3263. V4 - S12: -0.1000
3264. E19 - V11: -0.1000
3265. P10 - E19: -0.1001
3266. I2 - V8: -0.1003
3267. P11 - I6: -0.1004
3268. S12 - E12: -0.1004
3269. E14 - V1: -0.1005
3270. I3 - E4: -0.1006
3271. M2 - E15: -0.1008
3272. P11 - V13: -0.1009
3273. S11 - I4: -0.1010
3274. E5 - P13: -0.1011
3275. P8 - M14: -0.1012
3276. E19 - P11: -0.1015
3277. M12 - E13: -0.1019
3278. E6 - P1: -0.1024
3279. E1 - M11: -0.1025
3280. M15 - P2: -0.1025
3281. E13 - P2: -0.1026
3282. P6 - I7: -0.1028
3283. M11 - E5: -0.1029
3284. E4 - I2: -0.1029
3285. P9 - V8: -0.1031
3286. P11 - V7: -0.1034
3287. P12 - M6: -0.1034
3288. E13 - V2: -0.1035
3289. E14 - S3: -0.1037
3290. P6 - S10: -0.1039
3291. P8 - V8: -0.1046
3292. M16 - P5: -0.1048
3293. E10 - M6: -0.1048
3294. E3 - P13: -0.1048
3295. M7 - V6: -0.1054
3296. risk_free_rate - E9: -0.1055
3297. P7 - date_id: -0.1056
3298. V6 - E18: -0.1056
3299. E18 - I1: -0.1056
3300. P8 - S6: -0.1057
3301. M13 - E7: -0.1057
3302. S1 - I3: -0.1059
3303. V10 - M8: -0.1059
3304. V12 - M12: -0.1060
3305. E17 - risk_free_rate: -0.1063
3306. M8 - V4: -0.1065
3307. P5 - S5: -0.1066
3308. M17 - V6: -0.1067
3309. M7 - S4: -0.1069
3310. M8 - S2: -0.1069
3311. S3 - I4: -0.1071
3312. E14 - P9: -0.1073
3313. M18 - E3: -0.1076
3314. E11 - P8: -0.1080
3315. M17 - V9: -0.1082
3316. V13 - P7: -0.1082
3317. V4 - E1: -0.1086
3318. M13 - S2: -0.1095
3319. E3 - V1: -0.1098
3320. M15 - V6: -0.1108
3321. V12 - P8: -0.1110
3322. P6 - I3: -0.1110
3323. M14 - I3: -0.1116
3324. M1 - V6: -0.1120
3325. E1 - V8: -0.1120
3326. E6 - M11: -0.1121
3327. I7 - E8: -0.1121
3328. E19 - M12: -0.1129
3329. S12 - E11: -0.1130
3330. E1 - V11: -0.1133
3331. E14 - P2: -0.1135
3332. S1 - E13: -0.1136
3333. V6 - E20: -0.1136
3334. V9 - E13: -0.1137
3335. V7 - P13: -0.1138
3336. M13 - E13: -0.1138
3337. P6 - E17: -0.1139
3338. M3 - V4: -0.1139
3339. I6 - E20: -0.1142
3340. E1 - V3: -0.1144
3341. I2 - E6: -0.1145
3342. E14 - V11: -0.1146
3343. S11 - E17: -0.1148
3344. I2 - P8: -0.1149
3345. S4 - E7: -0.1149
3346. I1 - V8: -0.1157
3347. M7 - E19: -0.1158
3348. V12 - M6: -0.1158
3349. M8 - E17: -0.1158
3350. P6 - S1: -0.1163
3351. M17 - S11: -0.1164
3352. S9 - P7: -0.1165
3353. M7 - E12: -0.1165
3354. M7 - V13: -0.1166
3355. V10 - E17: -0.1167
3356. date_id - P5: -0.1167
3357. S11 - P6: -0.1171
3358. date_id - E16: -0.1174
3359. P5 - I6: -0.1175
3360. V5 - I3: -0.1177
3361. M9 - E6: -0.1179
3362. S10 - E17: -0.1181
3363. P6 - S4: -0.1182
3364. M7 - S10: -0.1182
3365. M18 - risk_free_rate: -0.1183
3366. I6 - M12: -0.1187
3367. P8 - E12: -0.1188
3368. V13 - E7: -0.1190
3369. V8 - E14: -0.1193
3370. I7 - M6: -0.1194
3371. P9 - M2: -0.1195
3372. P10 - M12: -0.1196
3373. M17 - S10: -0.1197
3374. V5 - S6: -0.1200
3375. E20 - M8: -0.1202
3376. P1 - M8: -0.1203
3377. M11 - E13: -0.1203
3378. P12 - M4: -0.1206
3379. V8 - P7: -0.1211
3380. E15 - P7: -0.1214
3381. P7 - V1: -0.1215
3382. P13 - I9: -0.1215
3383. P1 - I4: -0.1219
3384. I5 - P13: -0.1220
3385. M17 - S12: -0.1221
3386. date_id - E19: -0.1222
3387. M3 - risk_free_rate: -0.1224
3388. S4 - I4: -0.1225
3389. I2 - S6: -0.1225
3390. E14 - M16: -0.1228
3391. S6 - I1: -0.1228
3392. E19 - V12: -0.1230
3393. E17 - date_id: -0.1234
3394. V10 - E9: -0.1237
3395. I8 - V12: -0.1238
3396. P13 - I2: -0.1239
3397. I4 - E13: -0.1242
3398. V3 - E8: -0.1246
3399. V11 - M15: -0.1252
3400. E6 - I6: -0.1256
3401. P13 - E19: -0.1258
3402. M3 - S3: -0.1262
3403. E20 - M14: -0.1265
3404. S7 - E1: -0.1265
3405. E4 - P13: -0.1268
3406. E20 - V7: -0.1270
3407. P9 - V9: -0.1271
3408. M13 - E1: -0.1275
3409. M12 - P6: -0.1275
3410. S9 - P13: -0.1278
3411. P12 - M1: -0.1279
3412. I3 - M13: -0.1281
3413. E4 - M18: -0.1281
3414. E19 - S10: -0.1282
3415. E11 - S6: -0.1282
3416. P10 - E15: -0.1283
3417. M3 - I7: -0.1285
3418. V13 - I7: -0.1287
3419. V9 - date_id: -0.1289
3420. E19 - S11: -0.1289
3421. D4 - M10: -0.1290
3422. P11 - V6: -0.1291
3423. E8 - V8: -0.1291
3424. V12 - M1: -0.1292
3425. P6 - I8: -0.1292
3426. I5 - E15: -0.1294
3427. E15 - I9: -0.1295
3428. M18 - E16: -0.1296
3429. risk_free_rate - E16: -0.1298
3430. S12 - E18: -0.1301
3431. E6 - M3: -0.1302
3432. P13 - V12: -0.1305
3433. V2 - E8: -0.1306
3434. V6 - S1: -0.1306
3435. E10 - S1: -0.1307
3436. V11 - I3: -0.1310
3437. E17 - S4: -0.1311
3438. P11 - M8: -0.1312
3439. I4 - V8: -0.1316
3440. S11 - M7: -0.1317
3441. E14 - V6: -0.1331
3442. S9 - M1: -0.1340
3443. P5 - V8: -0.1344
3444. E16 - P6: -0.1346
3445. I9 - M12: -0.1347
3446. V6 - P7: -0.1347
3447. V4 - E8: -0.1348
3448. I5 - M12: -0.1350
3449. I7 - E19: -0.1356
3450. E11 - S8: -0.1362
3451. E13 - V12: -0.1363
3452. P9 - I3: -0.1364
3453. S4 - E19: -0.1371
3454. P2 - M17: -0.1376
3455. I8 - V11: -0.1376
3456. S10 - M15: -0.1376
3457. V5 - I6: -0.1386
3458. V11 - P2: -0.1387
3459. P13 - E7: -0.1389
3460. I7 - V11: -0.1389
3461. M12 - V5: -0.1390
3462. P6 - I4: -0.1391
3463. V5 - M18: -0.1394
